"","expedition_id","member_id","success","year","season","age","expedition_role","oxygen_used"
"155","CHAM91301","CHAM91301-10",FALSE,1991,"Autumn",27,"Climber",FALSE
"156","CHOY93304","CHOY93304-03",FALSE,1993,"Autumn",30,"Climber",FALSE
"157","CHOY93304","CHOY93304-02",FALSE,1993,"Autumn",33,"Deputy Leader",FALSE
"158","CHOY93304","CHOY93304-04",FALSE,1993,"Autumn",28,"Climber",FALSE
"159","CHOY93304","CHOY93304-05",FALSE,1993,"Autumn",28,"Climber",FALSE
"160","CHOY93304","CHOY93304-01",FALSE,1993,"Autumn",32,"Leader",FALSE
"161","CHOY93304","CHOY93304-06",FALSE,1993,"Autumn",26,"Climber",FALSE
"162","CHOY93304","CHOY93304-07",FALSE,1993,"Autumn",36,"Climber",FALSE
"163","CHOY96319","CHOY96319-03",FALSE,1996,"Autumn",24,"Climber",FALSE
"164","CHOY96319","CHOY96319-04",TRUE,1996,"Autumn",28,"Climber",FALSE
"165","CHOY96319","CHOY96319-05",TRUE,1996,"Autumn",27,"Climber",FALSE
"166","CHOY96319","CHOY96319-01",FALSE,1996,"Autumn",35,"Leader of Jap. Mbrs",FALSE
"167","CHOY96319","CHOY96319-06",TRUE,1996,"Autumn",34,"Climber",FALSE
"168","CHOY96319","CHOY96319-07",FALSE,1996,"Autumn",66,"Climber",FALSE
"169","CHOY96319","CHOY96319-08",TRUE,1996,"Autumn",42,"Climber",FALSE
"170","CHOY96319","CHOY96319-09",FALSE,1996,"Autumn",56,"Climber",FALSE
"171","CHOY96319","CHOY96319-10",FALSE,1996,"Autumn",36,"Climber",TRUE
"172","CHOY96319","CHOY96319-11",FALSE,1996,"Autumn",30,"Climber",FALSE
"173","CHOY96319","CHOY96319-02",FALSE,1996,"Autumn",44,"Leader",FALSE
"174","CHOY97103","CHOY97103-02",TRUE,1997,"Spring",27,"Climber",TRUE
"175","CHOY97103","CHOY97103-03",TRUE,1997,"Spring",26,"Climber",TRUE
"176","CHOY97103","CHOY97103-04",TRUE,1997,"Spring",32,"Climber",TRUE
"177","CHOY97103","CHOY97103-05",FALSE,1997,"Spring",37,"Climber",FALSE
"178","CHOY97103","CHOY97103-06",FALSE,1997,"Spring",40,"Climber",FALSE
"179","CHOY97103","CHOY97103-01",TRUE,1997,"Spring",35,"Leader",TRUE
"180","CHOY97103","CHOY97103-07",FALSE,1997,"Spring",49,"Climber",FALSE
"181","CHOY97103","CHOY97103-08",TRUE,1997,"Spring",35,"Climber",TRUE
"182","CHOY97103","CHOY97103-09",FALSE,1997,"Spring",31,"Climber",TRUE
"183","CHOY97103","CHOY97103-10",FALSE,1997,"Spring",54,"Climber",TRUE
"184","CHOY97103","CHOY97103-11",FALSE,1997,"Spring",34,"Climber",FALSE
"185","DHA183302","DHA183302-01",FALSE,1983,"Autumn",25,"Leader",FALSE
"186","DHA183302","DHA183302-03",FALSE,1983,"Autumn",25,"Climber",FALSE
"187","DHA183302","DHA183302-04",FALSE,1983,"Autumn",30,"Climber",FALSE
"188","DHA183302","DHA183302-02",FALSE,1983,"Autumn",25,"Deputy Leader",FALSE
"189","DHA183302","DHA183302-05",FALSE,1983,"Autumn",25,"Exp Doctor",FALSE
"190","DHA183302","DHA183302-06",FALSE,1983,"Autumn",24,"Climber",FALSE
"191","DHA183302","DHA183302-07",FALSE,1983,"Autumn",22,"Climber",FALSE
"192","DHA193302","DHA193302-01",TRUE,1993,"Autumn",32,"Leader",FALSE
"193","DHA193302","DHA193302-02",FALSE,1993,"Autumn",48,"Climber",FALSE
"194","DHA193302","DHA193302-03",FALSE,1993,"Autumn",35,"Climber",FALSE
"195","DHA193302","DHA193302-04",FALSE,1993,"Autumn",51,"Climber",FALSE
"196","DHA193302","DHA193302-05",FALSE,1993,"Autumn",41,"Climber",FALSE
"197","DHA196104","DHA196104-01",FALSE,1996,"Spring",36,"Leader",FALSE
"198","DHA196104","DHA196104-03",FALSE,1996,"Spring",38,"Climber",FALSE
"199","DHA196104","DHA196104-05",FALSE,1996,"Spring",28,"Climber",FALSE
"200","DHA196104","DHA196104-06",FALSE,1996,"Spring",28,"Climber",FALSE
"201","DHA196104","DHA196104-07",FALSE,1996,"Spring",45,"Climber",FALSE
"202","DHA196104","DHA196104-08",FALSE,1996,"Spring",21,"Climber",FALSE
"203","DHA196104","DHA196104-02",FALSE,1996,"Spring",42,"Climber",FALSE
"204","DHA197107","DHA197107-03",FALSE,1997,"Spring",40,"Climber",FALSE
"205","DHA197107","DHA197107-04",FALSE,1997,"Spring",33,"Exp Doctor",FALSE
"206","DHA197107","DHA197107-05",FALSE,1997,"Spring",30,"Climber",FALSE
"207","DHA197107","DHA197107-06",FALSE,1997,"Spring",31,"Climber",FALSE
"208","DHA197107","DHA197107-02",FALSE,1997,"Spring",36,"Deputy Leader",FALSE
"209","DHA197107","DHA197107-01",FALSE,1997,"Spring",31,"Leader",FALSE
"210","DHA197307","DHA197307-01",FALSE,1997,"Autumn",50,"Leader",FALSE
"211","DHA197307","DHA197307-02",FALSE,1997,"Autumn",40,"Exp Doctor",FALSE
"212","DHA197307","DHA197307-04",FALSE,1997,"Autumn",39,"Climber",FALSE
"213","DHA197307","DHA197307-05",FALSE,1997,"Autumn",31,"Climber",FALSE
"214","DHA197307","DHA197307-06",FALSE,1997,"Autumn",44,"Climber",FALSE
"215","DHA197307","DHA197307-07",FALSE,1997,"Autumn",38,"Climber",FALSE
"216","DHA198107","DHA198107-01",TRUE,1998,"Spring",36,"Leader",FALSE
"217","DHA198107","DHA198107-02",FALSE,1998,"Spring",58,"Deputy Leader",FALSE
"218","DHA198107","DHA198107-05",FALSE,1998,"Spring",25,"Climber",FALSE
"219","DHA198107","DHA198107-06",FALSE,1998,"Spring",43,"Climber",FALSE
"220","DHA198107","DHA198107-08",FALSE,1998,"Spring",27,"Climber",FALSE
"221","DHA198107","DHA198107-09",FALSE,1998,"Spring",40,"Climber",FALSE
"222","DHA198107","DHA198107-10",TRUE,1998,"Spring",33,"Climber",FALSE
"223","DHA198107","DHA198107-03",FALSE,1998,"Spring",36,"Climber",FALSE
"224","DHA198107","DHA198107-04",FALSE,1998,"Spring",49,"Climber",FALSE
"225","DHA198107","DHA198107-07",FALSE,1998,"Spring",33,"Climber",FALSE
"226","DHAM88301","DHAM88301-01",FALSE,1988,"Autumn",52,"Leader, Exp Doctor",FALSE
"227","DHAM88301","DHAM88301-02",FALSE,1988,"Autumn",52,"Climber",FALSE
"228","DHAM88301","DHAM88301-03",FALSE,1988,"Autumn",39,"Climber",FALSE
"229","DHAM88301","DHAM88301-04",FALSE,1988,"Autumn",35,"Climber",FALSE
"230","DHAM88301","DHAM88301-05",FALSE,1988,"Autumn",37,"Climber",FALSE
"231","DHAM88301","DHAM88301-06",FALSE,1988,"Autumn",42,"Climber",FALSE
"232","DHAM88301","DHAM88301-07",FALSE,1988,"Autumn",42,"Climber",FALSE
"233","DHAM88301","DHAM88301-08",FALSE,1988,"Autumn",38,"Climber",FALSE
"234","EVER86101","EVER86101-02",FALSE,1986,"Spring",33,"Climber",FALSE
"235","EVER86101","EVER86101-03",FALSE,1986,"Spring",31,"Climber",FALSE
"236","EVER86101","EVER86101-04",FALSE,1986,"Spring",27,"Climber",FALSE
"237","EVER86101","EVER86101-05",FALSE,1986,"Spring",27,"Climber",FALSE
"238","EVER86101","EVER86101-07",FALSE,1986,"Spring",28,"Climber",FALSE
"239","EVER86101","EVER86101-01",FALSE,1986,"Spring",55,"Leader",FALSE
"240","EVER86101","EVER86101-09",FALSE,1986,"Spring",33,"Climber",FALSE
"241","EVER86101","EVER86101-10",FALSE,1986,"Spring",29,"Climber",FALSE
"242","EVER89304","EVER89304-02",FALSE,1989,"Autumn",37,"Climber",FALSE
"243","EVER89304","EVER89304-03",FALSE,1989,"Autumn",37,"Exp Doctor",FALSE
"244","EVER89304","EVER89304-04",FALSE,1989,"Autumn",40,"Climber",FALSE
"245","EVER89304","EVER89304-05",FALSE,1989,"Autumn",47,"Climber",FALSE
"246","EVER89304","EVER89304-06",FALSE,1989,"Autumn",51,"Climber",FALSE
"247","EVER89304","EVER89304-07",FALSE,1989,"Autumn",43,"Climber",FALSE
"248","EVER89304","EVER89304-08",FALSE,1989,"Autumn",35,"Climber",FALSE
"249","EVER89304","EVER89304-09",FALSE,1989,"Autumn",35,"Climber",FALSE
"250","EVER89304","EVER89304-10",FALSE,1989,"Autumn",41,"Climber",FALSE
"251","EVER89304","EVER89304-11",FALSE,1989,"Autumn",41,"Climber",FALSE
"252","EVER89304","EVER89304-12",FALSE,1989,"Autumn",35,"Climber",FALSE
"253","EVER89304","EVER89304-01",FALSE,1989,"Autumn",56,"Leader",FALSE
"254","EVER89304","EVER89304-13",FALSE,1989,"Autumn",25,"Climber",FALSE
"255","EVER89304","EVER89304-14",FALSE,1989,"Autumn",53,"Climber",FALSE
"256","EVER89304","EVER89304-15",FALSE,1989,"Autumn",52,"Climber",FALSE
"257","EVER89304","EVER89304-16",FALSE,1989,"Autumn",39,"Climber",FALSE
"258","EVER89304","EVER89304-17",FALSE,1989,"Autumn",26,"Climber",FALSE
"259","EVER89304","EVER89304-18",FALSE,1989,"Autumn",28,"Climber",FALSE
"260","EVER89304","EVER89304-19",FALSE,1989,"Autumn",45,"Climber",FALSE
"261","EVER89304","EVER89304-20",FALSE,1989,"Autumn",33,"Climber",FALSE
"262","EVER89304","EVER89304-21",FALSE,1989,"Autumn",40,"Climber",FALSE
"263","EVER89304","EVER89304-22",FALSE,1989,"Autumn",33,"Climber",FALSE
"264","EVER91108","EVER91108-03",FALSE,1991,"Spring",27,"Climber",FALSE
"265","EVER91108","EVER91108-04",FALSE,1991,"Spring",30,"Climber",FALSE
"266","EVER91108","EVER91108-05",FALSE,1991,"Spring",35,"Climber",FALSE
"267","EVER91108","EVER91108-02",FALSE,1991,"Spring",43,"Deputy Leader",FALSE
"268","EVER91108","EVER91108-06",FALSE,1991,"Spring",35,"Climber",FALSE
"269","EVER91108","EVER91108-07",FALSE,1991,"Spring",26,"Climber",TRUE
"270","EVER91108","EVER91108-08",FALSE,1991,"Spring",24,"Climber",FALSE
"271","EVER91108","EVER91108-09",FALSE,1991,"Spring",26,"Climber",FALSE
"272","EVER91108","EVER91108-01",FALSE,1991,"Spring",47,"Leader",FALSE
"273","EVER91108","EVER91108-10",FALSE,1991,"Spring",26,"Climber",FALSE
"274","EVER91108","EVER91108-11",FALSE,1991,"Spring",36,"Climber",TRUE
"275","EVER91108","EVER91108-12",FALSE,1991,"Spring",27,"Climber",FALSE
"276","EVER96302","EVER96302-03",TRUE,1996,"Autumn",26,"Climber",TRUE
"277","EVER96302","EVER96302-02",FALSE,1996,"Autumn",34,"Climbing Leader",FALSE
"278","EVER96302","EVER96302-04",FALSE,1996,"Autumn",26,"Exp Doctor",FALSE
"279","EVER96302","EVER96302-01",FALSE,1996,"Autumn",38,"Leader",FALSE
"280","EVER96302","EVER96302-05",FALSE,1996,"Autumn",35,"Climber",FALSE
"281","EVER96302","EVER96302-06",FALSE,1996,"Autumn",29,"Climber",FALSE
"282","EVER96302","EVER96302-07",FALSE,1996,"Autumn",27,"Climber",FALSE
"283","EVER96302","EVER96302-08",TRUE,1996,"Autumn",25,"Climber",TRUE
"284","EVER96302","EVER96302-09",FALSE,1996,"Autumn",23,"Climber",FALSE
"285","EVER96302","EVER96302-13",TRUE,1996,"Autumn",24,"H-A Worker",TRUE
"286","EVER96302","EVER96302-12",TRUE,1996,"Autumn",28,"H-A Worker",TRUE
"287","EVER96302","EVER96302-11",TRUE,1996,"Autumn",33,"H-A Worker",TRUE
"288","EVER97105","EVER97105-04",FALSE,1997,"Spring",42,"BC Manager",TRUE
"289","EVER97105","EVER97105-05",FALSE,1997,"Spring",40,"Climber",FALSE
"290","EVER97105","EVER97105-06",FALSE,1997,"Spring",46,"Climber",FALSE
"291","EVER97105","EVER97105-01",FALSE,1997,"Spring",60,"General Leader",TRUE
"292","EVER97105","EVER97105-07",FALSE,1997,"Spring",47,"Exp Doctor",FALSE
"293","EVER97105","EVER97105-08",FALSE,1997,"Spring",56,"Climber",FALSE
"294","EVER97105","EVER97105-09",FALSE,1997,"Spring",23,"Climber",FALSE
"295","EVER97105","EVER97105-10",FALSE,1997,"Spring",26,"Climber",FALSE
"296","EVER97105","EVER97105-02",FALSE,1997,"Spring",53,"Leader",TRUE
"297","EVER97105","EVER97105-03",FALSE,1997,"Spring",34,"Climbing Leader",FALSE
"298","EVER97105","EVER97105-11",FALSE,1997,"Spring",35,"Climber",FALSE
"299","EVER98116","EVER98116-02",FALSE,1998,"Spring",39,"Climber",TRUE
"300","EVER98116","EVER98116-01",TRUE,1998,"Spring",41,"Leader",TRUE
"301","EVER98116","EVER98116-03",TRUE,1998,"Spring",29,"Climber",TRUE
"302","EVER98116","EVER98116-05",TRUE,1998,"Spring",27,"H-A Worker",TRUE
"303","EVER98116","EVER98116-04",TRUE,1998,"Spring",23,"H-A Worker",TRUE
"304","EVER98116","EVER98116-06",TRUE,1998,"Spring",19,"H-A Worker",TRUE
"305","FANG97301","FANG97301-02",FALSE,1997,"Autumn",35,"Climbing Leader",FALSE
"306","FANG97301","FANG97301-05",FALSE,1997,"Autumn",25,"Climber",FALSE
"307","FANG97301","FANG97301-06",FALSE,1997,"Autumn",27,"Climber",FALSE
"308","FANG97301","FANG97301-07",FALSE,1997,"Autumn",26,"Climber",FALSE
"309","FANG97301","FANG97301-08",FALSE,1997,"Autumn",27,"Climber",FALSE
"310","FANG97301","FANG97301-03",FALSE,1997,"Autumn",64,"Deputy Leader",FALSE
"311","FANG97301","FANG97301-04",FALSE,1997,"Autumn",64,"Deputy Leader",FALSE
"312","FANG97301","FANG97301-09",FALSE,1997,"Autumn",32,"Climber",FALSE
"313","FANG97301","FANG97301-01",FALSE,1997,"Autumn",47,"Leader",FALSE
"314","GAN379301","GAN379301-03",TRUE,1979,"Autumn",22,"Climber",FALSE
"315","GAN379301","GAN379301-04",TRUE,1979,"Autumn",29,"Climber",FALSE
"316","GAN379301","GAN379301-05",TRUE,1979,"Autumn",23,"Climber",FALSE
"317","GAN379301","GAN379301-02",TRUE,1979,"Autumn",33,"Climbing Ldr/Exp Doctor",FALSE
